"","BV2_control_1_cell","BV2_TGFB_1_cell","BV2_IL10_1_cell","BV2_LPS_1_cell","BV2_control_2_cell","BV2_TGFB_2_cell","BV2_IL10_2_cell","BV2_LPS_2_cell","BV2_control_3_cell","BV2_TGFB_3_cell","BV2_IL10_3_cell","BV2_LPS_3_cell","BV2_control_4_cell","BV2_TGFB_4_cell","BV2_IL10_4_cell","BV2_LPS_4_cell"
"Dap3",14.56961823,15.08777905,13.21202564,13.47294426,14.56319618,14.10156536,13.77004433,14.25937557,14.67975521,13.88798237,14.25044632,14.15077877,13.04637909,13.46601677,13.69989777,14.05477428
"Psme2",18.57710457,17.23734093,17.20943451,18.9726162,18.0745697,17.36247444,12.65769386,20.06500053,17.88434982,15.37812519,14.9312458,19.13611031,16.73277664,17.99777412,17.39489746,18.87180328
"Acat2;Acat3",16.99313736,18.16932869,18.42804146,18.34979057,17.03574371,17.69526863,18.57721519,18.32711411,18.73426628,18.56346512,19.60622787,17.45619392,18.09836197,18.42369843,18.26270103,17.86102676
"Idi1",13.34788418,13.91242313,16.094841,16.05146408,15.0156765,15.90564537,17.08545113,15.87644482,16.83034134,13.39160919,17.56569672,16.19387245,15.31953144,14.32091713,17.01388931,15.66830349
"gag-pro-pol;gag-pol;gag",17.69920731,18.2654953,17.69920731,18.79943275,17.91741943,19.07702446,18.56922531,18.06350136,18.21456528,18.40299606,18.37822723,18.85626221,18.9863472,18.38232803,18.61374664,18.82615662
"Atp2b1",17.0372467,16.59283638,17.20933914,13.36899757,17.29463959,16.45821381,16.32734299,16.56838608,16.94169044,16.78634644,18.06707764,16.04454422,16.57471085,16.85050392,16.88405037,13.5514307
"Cyb5a",16.64624977,14.22317219,16.4935112,15.72139263,14.51372719,14.58249474,14.07322121,19.1498661,14.70428181,13.41204071,12.92714787,14.84597969,14.19005585,13.18028259,14.32108212,17.78180885
"Sf3b1",16.9859314,17.06465912,17.58343506,16.21621513,17.3020668,18.30839157,17.75257683,17.86284256,17.32816696,17.10021019,17.76156425,16.91846657,17.09486198,17.13550949,16.64962196,16.1704731
"Hnrnpl",19.45072746,19.64015388,19.2583828,19.8934288,19.25137138,19.33201981,18.89791107,19.3806591,19.79506302,20.23619652,20.40644646,19.31174469,19.14469719,19.61624336,19.3257103,18.71578789
"Stx5;Stx5a",14.60761929,16.16455269,15.41557693,15.42061806,15.22287083,16.24289513,14.80720425,16.10250854,16.45075989,15.91671944,16.59349251,16.08370781,16.1160183,16.07209015,15.81307983,16.47620773
"Cpsf6",16.42280388,15.87788296,17.27993774,15.54906273,16.53840065,16.31249237,14.35229778,16.17271996,16.49333954,16.51189232,17.0685482,16.02230263,15.89100075,16.31178284,16.45925522,15.46910095
"Arhgef2",15.50317383,13.70014763,15.74028111,15.69133472,15.8509922,14.79899693,15.49956608,15.12332535,15.45301342,14.47235107,15.51939011,14.23446178,12.8887043,15.23877811,15.47782135,15.23339462
"Esd",20.32212639,20.45573235,21.30491066,22.61739731,20.43104362,21.83302498,21.45648384,21.70358086,21.18046761,21.55501366,22.00699806,22.36508942,21.07025146,20.95119858,21.13520813,22.13630486
"Glmp",16.09864807,14.46186352,16.66275215,16.11427116,16.75798798,12.69586182,16.50824356,16.84536743,13.35234928,15.66169453,13.87930202,15.66544724,13.76244164,16.46984863,15.99320412,15.7163372
"Tcof1",16.68756676,15.56572723,15.90897846,15.11646557,16.4790535,15.32530499,15.36317635,16.57089424,15.30096054,15.55014515,14.58839321,15.65592194,15.86935329,15.61217785,16.02136993,15.89543343
"Arpc3",18.52875137,18.08871651,19.61460876,19.19553947,17.94483757,19.12550354,18.98973274,18.00820923,18.63442039,19.06497383,19.50035858,18.31994629,18.83114624,18.71856689,18.59532356,18.81615829
"Srsf1",19.53244781,18.52182961,18.94852066,18.55588531,19.5118103,19.00338554,18.39422798,18.91537666,19.15350723,18.46143913,18.92230606,17.61360168,18.04185104,19.29174232,19.26807976,17.69662857
"Emd",14.60206127,14.81982994,14.80092621,14.92174816,14.91078281,14.57595253,14.16806889,16.24432755,14.4235754,13.70386219,14.01675224,14.88221359,14.60733032,15.14790249,15.10458755,14.48060131
"Rpl10;Rpl10l",20.5418911,19.16130447,20.2196312,20.35519981,20.32882309,20.77289772,19.30389595,21.10578346,20.45873833,20.88539314,21.64755058,20.59823418,20.50339127,19.98342705,20.420084,21.57047653
"Vdac3",17.0792141,16.86713409,16.7818718,16.63693619,16.57924271,16.51929855,17.94678116,16.78468513,16.75499153,16.75694656,16.04422379,17.46003914,15.73219395,16.71464729,16.24287605,16.92740822
"Adssl1",16.46933937,18.16643715,17.64990234,15.9724865,16.8294754,19.45597267,17.62335205,16.23999023,17.18766212,19.54732323,17.93427849,15.94045162,18.85744667,19.40434837,17.65885353,14.98948288
"Dnmt1",15.79811764,15.77367973,15.59330368,15.75540924,15.89595413,16.4707222,13.22520828,16.59387207,15.97075748,16.7171936,16.52515411,13.996418,16.03424072,16.02613449,16.23371315,15.91169643
"Bsg",16.22817993,15.64041424,15.30078125,15.46945095,15.96088409,15.53025436,13.82916355,16.09895706,15.21158409,15.48683548,14.04638863,13.79249573,15.70163155,15.41409016,13.61347675,15.65180874
"Pitpna",16.49189949,16.96859932,15.73137188,16.93272209,16.21399689,16.72240639,14.1418829,16.17406654,16.44465828,16.9415741,17.41146088,17.18359756,16.94786453,16.69547272,16.20907211,16.93824768
"Atp6v0a1",18.06139183,17.36683464,17.84757042,17.42808151,18.07577133,17.47016716,18.20108032,17.58673668,17.52144623,18.26760101,17.1597538,14.38316059,17.53897667,17.62249565,16.88058853,13.86959362
"Wdr81",15.61950397,16.3366642,15.45401001,16.18829918,14.98690891,15.09724998,13.99480724,15.47554302,16.08994675,16.94923401,16.6404705,16.67782974,16.29469299,16.21583557,15.70927238,16.34947205
"Hk2",16.54855156,17.28762245,16.6417408,16.73158455,16.66982651,17.11654663,16.508955,17.8331871,17.80517769,17.1572876,18.26031303,17.04590988,17.10574532,17.36973381,17.30394173,16.56507301
"Capn2",15.43840218,16.27290344,16.54770851,18.0578022,15.27467442,17.59776115,14.6484766,16.39996147,17.00733376,17.6806488,17.76221275,17.39313889,16.70549774,16.84610176,16.5766468,17.2468338
"Dpysl2",16.70994568,17.52129364,17.75401306,17.0625515,16.71357536,16.98136711,18.2789402,17.76642609,17.81083488,17.34186554,18.91992188,16.77094841,17.63119125,17.87315559,18.15254211,17.06381607
"Alyref",16.50489616,18.05943871,16.33268356,16.94535255,17.03445435,17.35638237,16.66122055,17.88148499,17.25875092,17.16073799,17.84113503,18.20251656,17.81834412,17.0200901,16.40131378,18.36563873
"Prdx6",19.83000183,19.45747757,19.92086792,19.86163139,19.66887474,19.31313896,19.56238365,20.39288712,19.93560219,19.47591591,20.80475235,20.0116806,19.14200783,19.75275612,19.76281357,19.83651924
"Casp6",14.35940647,15.05570602,16.13004684,15.05998898,15.81743336,13.83006287,15.88094616,14.00799084,15.17289639,15.36040115,15.60666561,13.95773697,14.71772957,15.19533348,16.00417709,13.52024841
"Dld",19.67001724,19.04409599,19.29524422,19.34881973,19.60378647,19.09052658,19.51051712,19.96648788,19.25157928,19.00289154,20.0664463,19.56785202,18.89850044,19.13463211,19.17954445,19.51916313
"Prkcsh",16.55906296,18.86852074,16.42752647,18.82096481,17.05949211,19.54771996,13.95468235,16.63282394,16.87687683,19.78455734,17.04974174,19.73966599,18.98931694,17.69947815,16.36823273,18.05446625
"Prdx4",20.97351265,21.12571907,21.56467438,23.38640213,20.67710686,21.07077599,21.70944023,22.96141052,21.04426956,20.14606667,21.94824409,22.25352478,20.05867386,20.40259933,21.48143578,23.19022369
"Aip",15.55931759,15.70344448,16.44525719,15.19990253,15.46811485,15.64052773,15.95850754,16.1166687,16.34712029,15.24421501,16.61941719,15.75112534,15.13935184,15.57958126,15.36303997,15.43632126
"Sdcbp",13.51631546,13.03161526,13.3841095,13.26096344,13.51965618,11.84877968,15.30509949,14.15595913,13.05648518,12.19337177,13.48167324,13.97360802,13.88213444,13.25263596,14.00734615,14.60813904
"Atox1",18.25930214,18.34542274,17.82966042,18.27626038,17.60762024,17.99064636,18.77799416,17.74083519,18.10318565,17.59397507,18.83080673,18.35986137,17.58959198,18.09851456,18.00278282,18.27794075
"Degs1",14.11694145,13.93327618,17.56309128,17.20055389,15.39855003,14.80081367,13.80660248,17.16653633,16.82649803,16.83170319,17.89065552,17.17064857,16.92717552,13.33570385,16.90829849,17.08524513
"Snap23",15.61660671,15.63361931,16.33149338,15.3301115,15.57524395,15.10934067,16.03215408,17.19248581,15.85352898,15.0299778,15.50602818,14.35842323,15.32856941,15.1927166,14.04857159,15.19617939
"Psmb1",17.6714859,18.33603668,18.46845627,19.17252922,18.44560432,19.27589798,18.90239334,18.42664909,18.28079796,19.00599098,19.7195034,17.86870193,17.81020737,19.04556274,19.1705513,18.61468124
"Hdac1;Hdac2",14.39406872,16.60146523,16.74188805,16.81640816,16.69859695,16.92810249,13.84547138,16.51008415,17.27038574,17.3837204,18.14633942,16.89912033,17.27594185,17.22496223,16.31990051,16.96465683
"Sypl;Sypl1",15.74829769,16.7038765,15.47465611,15.73898983,15.69520092,16.31944275,15.14066982,15.95360565,15.96425056,15.83622265,16.47381592,16.02087212,15.62468147,16.09453201,14.7275486,16.01378059
"Gsto1",20.96324539,20.43766212,20.46473312,19.98217392,21.03711319,20.8536911,19.70105171,20.23934746,20.94220543,20.59996033,20.3231163,19.29815674,20.03630829,20.38015175,20.09918404,20.1639843
"Man2b1",16.72786713,17.06202507,16.14033127,16.44431877,17.00415421,13.3950119,15.73476219,16.10621452,13.62344074,13.4472847,13.25522709,14.27277756,13.15614128,13.90009117,14.29532528,16.34952354
"Rpl21",19.22135544,18.16820145,18.84404945,20.03898811,19.0564003,19.83445168,20.53999901,20.1316967,19.48451614,19.05189323,20.06039047,20.62863159,19.44667625,18.73796654,19.42996216,20.89881134
"Gclm",16.24075317,17.58644485,17.73978043,18.90815163,16.9560585,17.0111618,17.47801208,18.54238129,17.48053741,17.5478878,16.39136124,19.13415527,17.26306725,17.05016708,17.13500786,17.52114105
"Dscr3",16.84156418,16.05727196,16.81365585,16.135849,16.762537,15.78389359,16.2220211,16.72467422,17.06896782,16.33777809,17.12373734,16.42701721,15.71922874,16.48777771,16.25729561,15.69337845
"Scarb2",15.30228233,15.85065079,15.04827404,15.56417942,14.97333908,16.54757309,15.54218578,16.21869659,14.72312737,16.31808472,16.23185921,15.17866516,15.40889359,16.81978035,14.64908791,15.24023247
"Phb2",18.01225281,17.93254852,18.40128708,18.9582119,17.67961693,18.64839363,18.28694534,18.47726059,18.32689476,18.18935204,19.16535759,18.14584351,17.71632385,18.38224411,17.78206444,17.96600914
"Ddt;Gm20441",15.06760216,14.79243469,16.26413155,14.77143764,14.47161198,15.7298069,15.4116106,14.60559559,14.64993,15.3276577,16.4584713,15.15545082,13.74327946,15.24915028,14.83229637,13.8780508
"Psmd4",16.8111496,17.54909325,16.64596748,17.59368324,16.89462852,17.50238037,14.2987175,16.70428276,17.63941193,17.83787346,17.59470367,17.97572517,17.0224762,17.7796936,17.20007515,17.82090187
"Purb",17.0012989,13.86592102,16.96679878,17.17806244,16.99788475,17.63055229,15.75211906,16.88940811,17.78545189,18.62731361,18.0297184,14.17058277,17.08773232,18.11502266,17.29032516,17.05875206
"Srsf5",16.76901054,16.57866669,16.9265976,16.33399391,16.91800117,13.76453114,16.44785881,17.26846886,16.83219719,13.37610245,14.3505888,17.12807465,14.35374928,16.55607224,16.23245811,16.7897892
"Kpna3",14.81918144,15.18379021,15.15813637,15.27579689,15.59207726,15.22505665,14.62570858,15.40590572,15.1023035,15.30281734,16.13113403,15.64790821,15.05528259,15.25731373,14.79126453,14.85399151
"Kpna6",13.96634674,13.15288639,17.11999512,16.40600586,16.68058014,13.80034924,13.64878178,16.97376442,17.02820778,16.44540215,14.05594921,16.42832756,16.13370323,17.00853729,13.83803082,16.87495804
"Anp32a",19.42564583,19.68186569,19.20855331,19.65979385,19.62281609,19.39728165,18.300951,19.26673126,19.36525536,19.68229485,20.06565857,19.31076813,19.81612778,19.52602196,19.20017052,18.85653496
"Psmd14",17.36964798,15.94207954,17.26141548,16.93916512,17.52206039,17.92833328,15.9751091,17.7048893,17.90248108,17.64075279,18.01017761,16.95208168,16.59162521,17.23874092,17.80951691,17.82637405
"Npc1",15.6504631,15.00553703,16.12708664,15.487463,16.12125015,16.50421333,15.74065018,14.45187759,16.16545677,16.50430679,16.00915146,14.89472294,15.85652256,16.79004288,16.26336098,15.46020031
"Anxa3",19.29113388,18.49615097,18.90374565,18.05011368,19.31274033,18.41983604,19.58563805,18.72992516,18.81547165,18.63264656,19.58679199,18.08353043,18.32882309,18.66275215,18.80410576,17.9533329
"Ap1b1",17.90259933,17.00799179,18.39669609,17.03165817,17.42357635,16.73872566,17.60762024,17.59594154,17.42546272,16.41926956,18.12615967,17.01922226,16.00740051,17.62270927,17.7259388,16.49690056
"Neu1",17.18833733,17.34732819,17.44911575,17.70347023,16.59387207,17.56018448,16.03277779,18.1446476,17.77326775,17.16732025,15.82349205,17.35009384,15.53308678,17.21949005,17.28690147,16.75850868
"Nudc",17.56234741,17.22307777,17.82593918,17.12100792,17.71014786,17.60255432,17.69934273,17.94649506,17.48809052,16.51782227,18.4258709,17.06012535,17.4353447,17.01856995,17.29947662,17.38498688
"Hnrnph1",19.48712921,18.90565681,18.60985756,19.72775078,19.86734581,18.63332176,18.94223404,19.32724571,19.59300804,18.54442024,20.07861519,19.17759895,19.15600395,19.5021286,19.13921165,18.64860344
"Api5",15.46668148,15.7115593,16.24661064,15.74054527,16.65004158,13.98564625,13.62370205,15.61904526,16.27149963,13.54527283,14.96068001,16.09708595,15.89078712,16.4973526,15.73753738,15.65779305
"Timm44",17.5183773,15.37476826,17.33934593,16.22373772,18.38093376,16.17080498,17.31185532,17.70428276,16.92091179,15.68038654,17.93916512,15.80034351,16.01480484,17.25911713,17.35069656,16.17430115
"Cops5",14.85730076,14.97257614,16.91333389,14.39867687,14.65413284,15.00140858,15.57922745,14.22678852,15.40643787,14.99660587,15.60543156,14.77658749,14.90162086,15.08194065,14.28243732,14.36748314
"Lsm2",14.13558769,19.26748657,17.46171951,16.09566498,15.18445969,17.71129036,17.61970329,17.54525185,17.91298294,16.50309563,14.08959675,18.00058365,18.45213699,17.49310493,17.56800079,17.73211479
"Psmb10;MECL1",14.5541687,14.16443539,14.67606735,15.13418579,15.45037365,13.9262085,15.56370258,16.53764343,14.88116169,13.85919571,15.6141634,14.82858276,14.39265251,14.51643848,16.49348068,14.4893465
"Ddost",18.05335236,17.28428268,18.36324501,18.67862129,17.97398949,18.57758331,18.53396797,18.97538948,18.0792141,18.63527107,19.1901474,17.62070656,17.37882042,18.02658844,18.238554,18.95583153
"Ap3d1",16.26903534,16.36538315,16.65690041,14.93470478,16.62556648,16.75028801,15.44478798,16.70738602,16.72040367,16.92868042,17.56554794,15.41253662,16.88226128,17.0143261,16.04759216,14.94365978
"Bysl",16.13460732,13.06680393,16.50612068,14.21292782,15.3323164,14.07084179,15.55638599,14.86254025,14.79553223,14.00849915,14.86656666,13.93021679,13.59680748,14.8829298,14.87200165,13.28424263
"Csnk2a2",14.35151672,16.55425835,16.75759888,18.81568909,17.67438507,17.81703377,14.53118134,14.42236805,14.85901356,17.37755013,18.51221657,13.48978329,12.57088947,16.18895531,17.1634922,14.20327854
"Banf1",16.5501461,15.40517426,16.95639801,14.11858273,16.03589439,15.37754917,17.65682983,15.40710163,15.65798855,15.28738785,15.10290337,14.68381691,14.1164875,15.11593819,14.8369875,15.67432976
"Asna1",17.70900345,17.07232094,17.94392204,17.96476936,17.84542847,17.49950409,18.02810097,17.6580162,18.05011368,16.91811752,19.01350784,17.11847496,17.96290779,17.81359291,17.65032196,17.60834122
"Slk",17.70056152,17.9435215,16.35147476,17.71772957,17.18881989,17.5663662,16.35854912,16.42541313,17.71605492,17.52175331,17.83275414,17.63651085,17.45899963,17.41625404,16.91391754,17.61884499
"Pgrmc1",17.36247444,16.88226128,17.99518204,18.91441345,16.48794937,19.14193344,17.48447609,17.96268082,16.89723015,17.17162704,17.90489388,18.30879211,16.81578445,16.75772858,13.63455963,18.78717613
"Copb2",18.11766434,17.52711105,18.57300377,17.47413445,17.49083519,18.04238701,18.58534431,17.90724182,18.2032814,18.09584045,18.40934944,17.55067253,18.29468346,18.15906334,17.81903076,17.59273529
"Syngr1",16.34106636,16.61626244,15.47870636,16.1252327,16.02249718,17.74950218,14.50355244,14.20968151,15.87675667,16.7538166,16.72773361,15.90890884,15.1296854,16.27852249,16.31422997,15.41018677
"Dsg2",17.23780823,17.19364166,17.49052238,16.91298294,13.78649044,16.85744667,13.39160824,18.50374031,17.5690403,17.14390182,16.26856041,17.10062218,17.01498032,17.06581497,14.14890671,16.91753578
"Eif6",19.41732597,16.92532349,18.84018135,18.63601494,18.56052017,18.24859428,19.29533386,19.09052658,18.12277794,18.75371933,18.20652771,19.21731377,18.76412582,18.56814957,18.1106472,18.63165283
"Rpl35a",18.86117744,18.59707069,17.26407623,18.61938095,18.26279259,18.69040108,12.68077087,20.39790916,19.5243206,18.34780312,15.71791744,17.50533104,19.28378487,18.87222481,17.16388512,19.49886131
"Atp2a2",17.78857803,17.56681252,17.98114395,17.69343185,17.13310242,17.07639885,17.37915802,18.95526314,17.10174942,16.55620575,18.82941246,17.61496925,16.00338554,16.69547272,17.27394104,17.96030807
"Supt5h",19.71354103,20.16619301,19.75149918,20.533741,19.3656826,20.7712059,19.60778236,19.34323311,19.75732231,20.48767853,20.9516983,20.36900902,19.8715477,20.01780891,19.69969749,21.93326187
"Ilk",15.95205879,14.73592663,16.75942039,15.76733112,17.04024696,13.71725464,15.6468401,15.73465633,14.38317204,16.0785675,16.00926018,15.06251526,14.96330261,16.01824379,15.94918823,13.966856
"Ncf2",18.18698502,18.40889359,18.69683266,18.99573326,17.82102585,18.0502739,17.86495972,19.39152527,18.70839691,17.77757645,19.02718163,18.11598778,18.71491623,18.11278534,18.14230728,18.13565826
"Eif3d",19.16459846,19.02228737,18.75508881,19.70805931,19.32236862,19.12686539,17.89006233,19.30527878,18.9638958,19.55215454,19.24817848,18.99664497,19.03434753,18.70144272,18.96183395,18.89560509
"Eef1b;Eef1b2",20.9800148,20.20955276,20.97372246,20.69922256,21.26522064,20.71187782,19.25268936,20.86981583,20.68543053,20.78715897,21.57228279,20.45322227,20.39905739,20.69735718,20.90705109,20.67770958
"Nmt1",16.32382965,15.61884403,16.71866608,17.68777275,16.48597145,17.95458221,16.53887177,17.24516296,16.54859543,18.27430534,17.59928894,16.06743431,16.21371269,16.51931381,16.97533226,17.00853729
"Psma3",18.36183167,18.079319,18.41414833,18.42103004,18.28798294,17.8887558,19.48427963,18.21176529,18.62174416,17.7629261,19.6602459,17.67872429,18.21352196,18.82777023,18.43668747,19.07983971
"Stx7",16.68565178,16.36401558,17.10850334,15.82565403,16.06417465,15.85387039,17.19633293,17.35698509,15.2305088,15.57450485,13.02598763,14.3984766,16.1199131,16.44317055,16.13656998,16.15212631
"Snx12",16.42434692,16.51181412,17.07211113,16.3841095,16.219244,17.02301788,16.74910927,16.57997894,16.68250084,17.27921104,18.10809517,17.22336006,17.1680069,17.37738037,17.53457642,16.98069763
"Hsd17b12",17.802845,16.88154411,18.73198128,18.80649948,17.46171951,18.15026283,18.28843307,18.78167915,17.69132042,17.24599838,17.35956001,17.93658066,16.82662392,17.45659447,17.51005363,18.24873352
"Rps14;rps14",20.81847,20.22999191,19.89535332,20.26143837,20.93869209,20.25741577,20.26739502,20.14307976,20.02998734,20.16998863,18.83068275,20.15288925,19.96465683,19.78722382,19.72716904,20.68765259
